workload,delta_workload,response_time,wdr,rdw,next_workload,vm_sum,w/s,s/m,scale_response_time
134.0,0.0,10.8027462686567,12.404253202612953,0.0806175094675873,133.0,30.0,4.433333333333334,0.2255639097744361,8.977443609022556
134.0,0.0,10.8027462686567,12.404253202612953,0.0806175094675873,134.0,30.0,4.466666666666667,0.22388059701492533,9.044776119402988
133.0,-1.0,8.977443609022556,14.81490787269682,0.0674995760076884,134.0,35.0,3.8285714285714287,0.26119402985074625,7.727343283582077
133.0,0.0,8.977443609022556,14.81490787269682,0.0674995760076884,134.0,35.0,3.8285714285714287,0.26119402985074625,7.727343283582077
132.0,-1.0,8.909090909090908,14.816326530612244,0.06749311294765839,133.0,35.0,3.8,0.2631578947368421,7.680210526315777
132.0,0.0,8.909090909090908,14.816326530612244,0.06749311294765839,133.0,35.0,3.8,0.2631578947368421,7.680210526315777
131.0,-1.0,8.83969465648855,14.819516407599304,0.06747858516403474,133.0,35.0,3.8,0.2631578947368421,7.680210526315777
130.0,-1.0,8.76923076923077,14.82456140350877,0.06745562130177515,132.0,35.0,3.7714285714285714,0.26515151515151514,7.632363636363626
130.0,0.0,8.76923076923077,14.82456140350877,0.06745562130177515,131.0,35.0,3.7428571428571433,0.26717557251908397,7.583786259541973
129.0,-1.0,8.69767441860465,14.831550802139034,0.06742383270236163,131.0,35.0,3.7428571428571433,0.26717557251908397,7.583786259541973
129.0,0.0,8.69767441860465,14.831550802139034,0.06742383270236163,130.0,35.0,3.7142857142857135,0.2692307692307692,7.534461538461526
129.0,0.0,8.69767441860465,14.831550802139034,0.06742383270236163,130.0,35.0,3.7142857142857135,0.2692307692307692,7.534461538461526
128.0,-1.0,8.625,14.840579710144928,0.0673828125,129.0,35.0,3.6857142857142855,0.2713178294573643,7.484372093023244
129.0,1.0,8.69767441860465,14.831550802139034,0.06742383270236163,129.0,35.0,3.6857142857142855,0.2713178294573643,7.484372093023244
129.0,0.0,8.69767441860465,14.831550802139034,0.06742383270236163,128.0,35.0,3.6571428571428566,0.2734375,7.433499999999987
130.0,1.0,8.76923076923077,14.82456140350877,0.06745562130177515,126.0,35.0,3.6,0.2777777777777778,7.329333333333322
130.0,0.0,8.76923076923077,14.82456140350877,0.06745562130177515,125.0,35.0,3.571428571428572,0.28,7.2759999999999865
131.0,1.0,8.83969465648855,14.819516407599304,0.06747858516403474,125.0,35.0,3.571428571428572,0.28,7.2759999999999865
131.0,0.0,8.83969465648855,14.819516407599304,0.06747858516403474,124.0,35.0,3.5428571428571427,0.28225806451612906,7.221806451612892
132.0,1.0,8.909090909090908,14.816326530612244,0.06749311294765839,124.0,35.0,3.5428571428571427,0.28225806451612906,7.221806451612892
133.0,1.0,8.977443609022556,14.81490787269682,0.0674995760076884,123.0,35.0,3.5142857142857142,0.2845528455284553,7.166731707317062
133.0,0.0,8.977443609022556,14.81490787269682,0.0674995760076884,123.0,35.0,3.5142857142857142,0.2845528455284553,7.166731707317062
134.0,1.0,9.044776119402988,14.815181518151816,0.06749832924927603,122.0,35.0,3.4857142857142858,0.2868852459016393,7.110754098360645
134.0,0.0,7.727343283582077,17.34101813293367,0.057666740922254316,122.0,35.0,3.4857142857142858,0.2868852459016393,7.110754098360645
134.0,0.0,7.727343283582077,17.34101813293367,0.057666740922254316,121.0,35.0,3.4571428571428573,0.2892561983471074,7.05385123966941
133.0,-1.0,7.680210526315777,17.31723362846416,0.05774594380688555,121.0,35.0,3.4571428571428573,0.2892561983471074,7.05385123966941
133.0,0.0,7.680210526315777,17.31723362846416,0.05774594380688555,120.0,35.0,3.4285714285714284,0.2916666666666667,6.995999999999992
133.0,0.0,7.680210526315777,17.31723362846416,0.05774594380688555,120.0,35.0,3.4285714285714284,0.2916666666666667,6.995999999999992
132.0,-1.0,7.632363636363626,17.294773452761,0.057820936639118366,120.0,35.0,3.4285714285714284,0.2916666666666667,6.995999999999992
131.0,-1.0,7.583786259541973,17.273693576895695,0.057891498164442536,121.0,35.0,3.4571428571428573,0.2892561983471074,7.05385123966941
131.0,0.0,7.583786259541973,17.273693576895695,0.057891498164442536,121.0,35.0,3.4571428571428573,0.2892561983471074,7.05385123966941
130.0,-1.0,7.534461538461526,17.254053171070392,0.05795739644970405,121.0,35.0,3.4571428571428573,0.2892561983471074,7.05385123966941
130.0,0.0,7.534461538461526,17.254053171070392,0.05795739644970405,121.0,35.0,3.4571428571428573,0.2892561983471074,7.05385123966941
129.0,-1.0,7.484372093023244,17.23591483649654,0.05801838831800965,121.0,35.0,3.4571428571428573,0.2892561983471074,7.05385123966941
129.0,0.0,7.484372093023244,17.23591483649654,0.05801838831800965,120.0,35.0,3.4285714285714284,0.2916666666666667,6.995999999999992
128.0,-1.0,7.433499999999987,17.21934485773864,0.05807421874999991,120.0,35.0,3.4285714285714284,0.2916666666666667,6.995999999999992
126.0,-2.0,7.329333333333322,17.191195197380413,0.05816931216931207,119.0,35.0,3.4,0.29411764705882354,6.937176470588224
125.0,-1.0,7.2759999999999865,17.17976910390327,0.05820799999999991,119.0,35.0,3.4,0.29411764705882354,6.937176470588224
125.0,0.0,7.2759999999999865,17.17976910390327,0.05820799999999991,118.0,35.0,3.3714285714285714,0.2966101694915254,6.877355932203379
124.0,-1.0,7.221806451612892,17.170219228501516,0.05824037460978139,118.0,35.0,3.3714285714285714,0.2966101694915254,6.877355932203379
124.0,0.0,7.221806451612892,17.170219228501516,0.05824037460978139,117.0,35.0,3.3428571428571434,0.29914529914529914,6.81651282051281
123.0,-1.0,7.166731707317062,17.16263493921782,0.058266111441602125,117.0,35.0,3.3428571428571434,0.29914529914529914,6.81651282051281
123.0,0.0,7.166731707317062,17.16263493921782,0.058266111441602125,117.0,35.0,3.3428571428571434,0.29914529914529914,6.81651282051281
122.0,-1.0,7.110754098360645,17.157111371370107,0.05828486965869381,116.0,35.0,3.3142857142857145,0.3017241379310345,6.754620689655162
122.0,0.0,7.110754098360645,17.157111371370107,0.05828486965869381,116.0,35.0,3.3142857142857145,0.3017241379310345,6.754620689655162
121.0,-1.0,7.05385123966941,17.15374990041197,0.058296291236937275,115.0,35.0,3.2857142857142856,0.3043478260869565,6.6916521739130355
121.0,0.0,7.05385123966941,17.15374990041197,0.058296291236937275,115.0,35.0,3.2857142857142856,0.3043478260869565,6.6916521739130355
120.0,-1.0,6.995999999999992,17.152658662092648,0.05829999999999993,115.0,35.0,3.2857142857142856,0.3043478260869565,6.6916521739130355
120.0,0.0,6.995999999999992,17.152658662092648,0.05829999999999993,114.0,35.0,3.2571428571428567,0.30701754385964913,6.627578947368411
120.0,0.0,6.995999999999992,17.152658662092648,0.05829999999999993,113.0,35.0,3.2285714285714286,0.3097345132743363,6.562371681415919
121.0,1.0,7.05385123966941,17.15374990041197,0.058296291236937275,113.0,35.0,3.2285714285714286,0.3097345132743363,6.562371681415919
121.0,0.0,7.05385123966941,17.15374990041197,0.058296291236937275,112.0,35.0,3.2,0.3125,6.495999999999992
121.0,0.0,7.05385123966941,17.15374990041197,0.058296291236937275,111.0,35.0,3.171428571428572,0.3153153153153153,6.428432432432422
121.0,0.0,7.05385123966941,17.15374990041197,0.058296291236937275,110.0,35.0,3.1428571428571432,0.3181818181818182,6.359636363636353
121.0,0.0,7.05385123966941,17.15374990041197,0.058296291236937275,110.0,35.0,3.1428571428571432,0.3181818181818182,6.359636363636353
120.0,-1.0,6.995999999999992,17.152658662092648,0.05829999999999993,109.0,35.0,3.1142857142857143,0.3211009174311927,6.289577981651367
120.0,0.0,6.995999999999992,17.152658662092648,0.05829999999999993,108.0,35.0,3.085714285714286,0.3240740740740741,6.218222222222213
119.0,-1.0,6.937176470588224,17.153953125529995,0.05829560059317835,107.0,35.0,3.0571428571428565,0.3271028037383177,6.1455327102803645
119.0,0.0,6.937176470588224,17.153953125529995,0.05829560059317835,107.0,35.0,3.0571428571428565,0.3271028037383177,6.1455327102803645
118.0,-1.0,6.877355932203379,17.157756725584356,0.058282677391554065,106.0,35.0,3.0285714285714285,0.330188679245283,6.071471698113197
118.0,0.0,6.877355932203379,17.157756725584356,0.058282677391554065,105.0,35.0,3.0,0.3333333333333333,5.995999999999992
117.0,-1.0,6.81651282051281,17.164201561818235,0.058260793337716325,106.0,35.0,3.0285714285714285,0.330188679245283,6.071471698113197
117.0,0.0,6.81651282051281,17.164201561818235,0.058260793337716325,107.0,35.0,3.0571428571428565,0.3271028037383177,6.1455327102803645
117.0,0.0,6.81651282051281,17.164201561818235,0.058260793337716325,108.0,35.0,3.085714285714286,0.3240740740740741,6.218222222222213
116.0,-1.0,6.754620689655162,17.173429172367346,0.05822948870392381,108.0,35.0,3.085714285714286,0.3240740740740741,6.218222222222213
116.0,0.0,6.754620689655162,17.173429172367346,0.05822948870392381,109.0,35.0,3.1142857142857143,0.3211009174311927,6.289577981651367
115.0,-1.0,6.6916521739130355,17.18559139226034,0.058188279773156826,110.0,35.0,3.1428571428571432,0.3181818181818182,6.359636363636353
115.0,0.0,6.6916521739130355,17.18559139226034,0.058188279773156826,110.0,35.0,3.1428571428571432,0.3181818181818182,6.359636363636353
115.0,0.0,6.6916521739130355,17.18559139226034,0.058188279773156826,111.0,35.0,3.171428571428572,0.3153153153153153,6.428432432432422
114.0,-1.0,6.627578947368411,17.200851307137665,0.05813665743305624,112.0,35.0,3.2,0.3125,6.495999999999992
113.0,-1.0,6.562371681415919,17.21938431497357,0.05807408567624708,113.0,35.0,3.2285714285714286,0.3097345132743363,6.562371681415919
113.0,0.0,6.562371681415919,17.21938431497357,0.05807408567624708,114.0,35.0,3.2571428571428567,0.30701754385964913,6.627578947368411
112.0,-1.0,6.495999999999992,17.241379310344854,0.05799999999999993,115.0,35.0,3.2857142857142856,0.3043478260869565,6.6916521739130355
111.0,-1.0,6.428432432432422,17.267040008072275,0.05791380569758939,117.0,35.0,3.3428571428571434,0.29914529914529914,6.81651282051281
110.0,-1.0,6.359636363636353,17.296586425753354,0.05781487603305775,118.0,35.0,3.3714285714285714,0.2966101694915254,6.877355932203379
110.0,0.0,6.359636363636353,17.296586425753354,0.05781487603305775,119.0,35.0,3.4,0.29411764705882354,6.937176470588224
109.0,-1.0,6.289577981651367,17.330256547893438,0.05770255029037951,120.0,35.0,3.4285714285714284,0.2916666666666667,6.995999999999992
108.0,-1.0,6.218222222222213,17.368308198127394,0.05757613168724271,121.0,35.0,3.4571428571428573,0.2892561983471074,7.05385123966941
107.0,-1.0,6.1455327102803645,17.411021150535632,0.05743488514280715,122.0,35.0,3.4857142857142858,0.2868852459016393,7.110754098360645
107.0,0.0,6.1455327102803645,17.411021150535632,0.05743488514280715,124.0,35.0,3.5428571428571427,0.28225806451612906,7.221806451612892
106.0,-1.0,6.071471698113197,17.45869951645185,0.05727803488786035,125.0,35.0,3.571428571428572,0.28,7.2759999999999865
105.0,-1.0,5.995999999999992,17.511674449633116,0.05710476190476184,124.0,35.0,3.5428571428571427,0.28225806451612906,7.221806451612892
106.0,1.0,6.071471698113197,17.45869951645185,0.05727803488786035,125.0,35.0,3.571428571428572,0.28,7.2759999999999865
107.0,1.0,6.1455327102803645,17.411021150535632,0.05743488514280715,127.0,35.0,3.6285714285714286,0.2755905511811024,7.3818267716535315
108.0,1.0,6.218222222222213,17.368308198127394,0.05757613168724271,128.0,35.0,3.6571428571428566,0.2734375,7.433499999999987
108.0,0.0,6.218222222222213,17.368308198127394,0.05757613168724271,129.0,35.0,3.6857142857142855,0.2713178294573643,7.484372093023244
109.0,1.0,6.289577981651367,17.330256547893438,0.05770255029037951,130.0,35.0,3.7142857142857135,0.2692307692307692,7.534461538461526
110.0,1.0,6.359636363636353,17.296586425753354,0.05781487603305775,132.0,35.0,3.7714285714285714,0.26515151515151514,7.632363636363626
110.0,0.0,6.359636363636353,17.296586425753354,0.05781487603305775,133.0,35.0,3.8,0.2631578947368421,7.680210526315777
111.0,1.0,6.428432432432422,17.267040008072275,0.05791380569758939,134.0,35.0,3.8285714285714287,0.26119402985074625,7.727343283582077
112.0,1.0,6.495999999999992,17.241379310344854,0.05799999999999993,136.0,35.0,3.8857142857142857,0.25735294117647056,7.819529411764697
113.0,1.0,6.562371681415919,17.21938431497357,0.05807408567624708,137.0,35.0,3.914285714285714,0.2554744525547445,7.8646131386861216
114.0,1.0,6.627578947368411,17.200851307137665,0.05813665743305624,136.0,35.0,3.8857142857142857,0.25735294117647056,7.819529411764697
115.0,1.0,6.6916521739130355,17.18559139226034,0.058188279773156826,135.0,35.0,3.8571428571428568,0.25925925925925924,7.773777777777767
117.0,2.0,6.81651282051281,17.164201561818235,0.058260793337716325,135.0,35.0,3.8571428571428568,0.25925925925925924,7.773777777777767
118.0,1.0,6.877355932203379,17.157756725584356,0.058282677391554065,136.0,35.0,3.8857142857142857,0.25735294117647056,7.819529411764697
119.0,1.0,6.937176470588224,17.153953125529995,0.05829560059317835,135.0,35.0,3.8571428571428568,0.25925925925925924,7.773777777777767
120.0,1.0,6.995999999999992,17.152658662092648,0.05829999999999993,135.0,35.0,3.8571428571428568,0.25925925925925924,7.773777777777767
121.0,1.0,7.05385123966941,17.15374990041197,0.058296291236937275,134.0,35.0,3.8285714285714287,0.26119402985074625,7.727343283582077
122.0,1.0,7.110754098360645,17.157111371370107,0.05828486965869381,133.0,35.0,3.8,0.2631578947368421,7.680210526315777
124.0,2.0,7.221806451612892,17.170219228501516,0.05824037460978139,133.0,35.0,3.8,0.2631578947368421,7.680210526315777
125.0,1.0,7.2759999999999865,17.17976910390327,0.05820799999999991,132.0,35.0,3.7714285714285714,0.26515151515151514,7.632363636363626
124.0,-1.0,7.221806451612892,17.170219228501516,0.05824037460978139,133.0,35.0,3.8,0.2631578947368421,7.680210526315777
125.0,1.0,7.2759999999999865,17.17976910390327,0.05820799999999991,134.0,35.0,3.8285714285714287,0.26119402985074625,7.727343283582077
127.0,2.0,7.3818267716535315,17.204413477661706,0.058124620249240415,135.0,35.0,3.8571428571428568,0.25925925925925924,7.773777777777767
128.0,1.0,7.433499999999987,17.21934485773864,0.05807421874999991,137.0,35.0,3.914285714285714,0.2554744525547445,7.8646131386861216
129.0,1.0,7.484372093023244,17.23591483649654,0.05801838831800965,136.0,35.0,3.8857142857142857,0.25735294117647056,7.819529411764697
130.0,1.0,7.534461538461526,17.254053171070392,0.05795739644970405,138.0,35.0,3.942857142857144,0.2536231884057971,7.9090434782608625
132.0,2.0,7.632363636363626,17.294773452761,0.057820936639118366,139.0,35.0,3.971428571428572,0.2517985611510791,7.952834532374093
133.0,1.0,7.680210526315777,17.31723362846416,0.05774594380688555,140.0,35.0,4.0,0.25,8.0
134.0,1.0,7.727343283582077,17.34101813293367,0.057666740922254316,140.0,35.0,4.0,0.25,8.0
136.0,2.0,7.819529411764697,17.3923509764391,0.057496539792387474,140.0,35.0,4.0,0.25,8.0
137.0,1.0,7.8646131386861216,17.41980153176199,0.0574059353188768,141.0,35.0,4.0285714285714285,0.24822695035460995,8.070921985815604
136.0,-1.0,7.819529411764697,17.3923509764391,0.057496539792387474,142.0,40.0,3.55,0.28169014084507044,7.235436619718299
135.0,-1.0,7.773777777777767,17.366073980904485,0.057583539094650124,143.0,40.0,3.575,0.2797202797202797,7.2827132867132764
135.0,0.0,7.773777777777767,17.366073980904485,0.057583539094650124,145.0,40.0,3.625,0.27586206896551724,7.3753103448275805
136.0,1.0,7.819529411764697,17.3923509764391,0.057496539792387474,146.0,40.0,3.65,0.273972602739726,7.420657534246569
135.0,-1.0,7.773777777777767,17.366073980904485,0.057583539094650124,148.0,40.0,3.7,0.2702702702702703,7.50951351351351
135.0,0.0,7.773777777777767,17.366073980904485,0.057583539094650124,149.0,40.0,3.725,0.2684563758389262,7.553046979865769
134.0,-1.0,7.727343283582077,17.34101813293367,0.057666740922254316,151.0,40.0,3.775,0.26490066225165565,7.638384105960264
133.0,-1.0,7.680210526315777,17.31723362846416,0.05774594380688555,152.0,40.0,3.8,0.2631578947368421,7.680210526315792
133.0,0.0,7.680210526315777,17.31723362846416,0.05774594380688555,154.0,40.0,3.85,0.2597402597402597,7.762233766233767
132.0,-1.0,7.632363636363626,17.294773452761,0.057820936639118366,155.0,40.0,3.875,0.25806451612903225,7.802451612903229
133.0,1.0,7.680210526315777,17.31723362846416,0.05774594380688555,157.0,40.0,3.925,0.2547770700636943,7.881350318471342
134.0,1.0,7.727343283582077,17.34101813293367,0.057666740922254316,158.0,40.0,3.95,0.2531645569620253,7.920050632911399
135.0,1.0,7.773777777777767,17.366073980904485,0.057583539094650124,160.0,40.0,4.0,0.25,8.0
137.0,2.0,7.8646131386861216,17.41980153176199,0.0574059353188768,161.0,40.0,4.025,0.2484472049689441,8.062111801242237
136.0,-1.0,7.819529411764697,17.3923509764391,0.057496539792387474,163.0,40.0,4.075,0.2453987730061349,8.184049079754601
138.0,2.0,7.9090434782608625,17.448380500032993,0.05731190926275988,164.0,40.0,4.1,0.24390243902439024,8.24390243902439
139.0,1.0,7.952834532374093,17.478045020824222,0.057214636923554635,166.0,40.0,4.15,0.24096385542168675,8.361445783132531
140.0,1.0,8.0,17.5,0.057142857142857134,168.0,40.0,4.2,0.2380952380952381,8.476190476190476
140.0,0.0,8.0,17.5,0.057142857142857134,169.0,40.0,4.225,0.2366863905325444,8.532544378698224
140.0,0.0,8.0,17.5,0.057142857142857134,171.0,40.0,4.275,0.23391812865497075,8.64327485380117
141.0,1.0,8.070921985815604,17.470123022847098,0.05724058145968512,173.0,40.0,4.325,0.23121387283236994,8.751445086705202
142.0,1.0,7.235436619718299,19.625629725373575,0.050953779012100686,174.0,45.0,3.866666666666666,0.25862068965517243,7.789103448275874
143.0,1.0,7.2827132867132764,19.635538894671573,0.050928064942050884,176.0,45.0,3.911111111111111,0.2556818181818182,7.859636363636378
145.0,2.0,7.3753103448275805,19.66018963550337,0.050864209274672965,178.0,45.0,3.9555555555555566,0.2528089887640449,7.928584269662937
146.0,1.0,7.420657534246569,19.67480635323829,0.050826421467442255,180.0,45.0,4.0,0.25,8.0
148.0,2.0,7.50951351351351,19.70833393317307,0.05073995617238858,181.0,45.0,4.022222222222221,0.24861878453038674,8.05524861878453
149.0,1.0,7.553046979865769,19.727137987780395,0.050691590468897776,183.0,45.0,4.066666666666666,0.2459016393442623,8.163934426229508
151.0,2.0,7.638384105960264,19.768579048306048,0.050585325205034865,185.0,45.0,4.111111111111111,0.2432432432432433,8.27027027027027
152.0,1.0,7.680210526315792,19.79112414681615,0.05052770083102494,187.0,45.0,4.155555555555557,0.2406417112299465,8.37433155080214
154.0,2.0,7.762233766233767,19.839649853101594,0.05040411536515433,189.0,45.0,4.2,0.2380952380952381,8.476190476190476
155.0,1.0,7.802451612903229,19.865550943458622,0.05033839750260148,188.0,45.0,4.177777777777779,0.2393617021276596,8.425531914893616
157.0,2.0,7.881350318471342,19.92044429646055,0.05019968355714231,187.0,45.0,4.155555555555557,0.2406417112299465,8.37433155080214
158.0,1.0,7.920050632911399,19.94936741230396,0.05012690273994557,186.0,45.0,4.133333333333334,0.2419354838709677,8.32258064516129
160.0,2.0,8.0,20.0,0.05,187.0,45.0,4.155555555555557,0.2406417112299465,8.37433155080214
161.0,1.0,8.062111801242237,19.96995377503852,0.05007522857914433,189.0,45.0,4.2,0.2380952380952381,8.476190476190476
163.0,2.0,8.184049079754601,19.916791604197897,0.050208890059844184,188.0,45.0,4.177777777777779,0.2393617021276596,8.425531914893616
164.0,1.0,8.24390243902439,19.893491124260358,0.050267697798929215,187.0,45.0,4.155555555555557,0.2406417112299465,8.37433155080214
166.0,2.0,8.361445783132531,19.853025936599426,0.05037015532007549,186.0,45.0,4.133333333333334,0.2419354838709677,8.32258064516129
168.0,2.0,8.476190476190476,19.820224719101123,0.050453514739229016,185.0,45.0,4.111111111111111,0.2432432432432433,8.27027027027027
169.0,1.0,8.532544378698224,19.806518723994454,0.050488428276320864,185.0,45.0,4.111111111111111,0.2432432432432433,8.27027027027027
171.0,2.0,8.64327485380117,19.784167794316645,0.050545466981293384,184.0,45.0,4.088888888888889,0.24456521739130435,8.217391304347826
173.0,2.0,8.751445086705202,19.768163804491415,0.050586387784423134,183.0,45.0,4.066666666666666,0.2459016393442623,8.163934426229508
174.0,1.0,7.789103448275874,22.338899612190293,0.04476496234641307,182.0,50.0,3.64,0.27472527472527475,7.402593406593419
176.0,2.0,7.859636363636378,22.392893494956933,0.04465702479338851,181.0,50.0,3.62,0.27624309392265195,7.366165745856364
178.0,2.0,7.928584269662937,22.45041408982428,0.04454260825653336,180.0,50.0,3.6,0.2777777777777778,7.329333333333343
180.0,2.0,8.0,22.5,0.04444444444444445,182.0,50.0,3.64,0.27472527472527475,7.402593406593419
181.0,1.0,8.05524861878453,22.469821673525377,0.04450413601538415,184.0,50.0,3.68,0.2717391304347826,7.474260869565231
183.0,2.0,8.163934426229508,22.415662650602414,0.044611663531308784,186.0,50.0,3.72,0.26881720430107525,7.544387096774209
185.0,2.0,8.27027027027027,22.369281045751638,0.044704163623082535,187.0,50.0,3.74,0.26737967914438504,7.578887700534778
187.0,2.0,8.37433155080214,22.330140485312896,0.04478252166204353,189.0,50.0,3.78,0.2645502645502645,7.6467936507936685
189.0,2.0,8.476190476190476,22.297752808988772,0.04484756865709247,191.0,50.0,3.82,0.2617801047120419,7.713277486911013
188.0,-1.0,8.425531914893616,22.31313131313132,0.044816659121774564,192.0,50.0,3.84,0.2604166666666667,7.746000000000019
187.0,-1.0,8.37433155080214,22.330140485312896,0.04478252166204353,194.0,50.0,3.88,0.25773195876288657,7.810432989690742
186.0,-1.0,8.32258064516129,22.34883720930233,0.044745057232049947,196.0,50.0,3.92,0.2551020408163265,7.873551020408187
187.0,1.0,8.37433155080214,22.330140485312896,0.04478252166204353,198.0,50.0,3.96,0.2525252525252525,7.935393939393964
189.0,2.0,8.476190476190476,22.297752808988772,0.04484756865709247,200.0,50.0,4.0,0.25,8.0
188.0,-1.0,8.425531914893616,22.31313131313132,0.044816659121774564,202.0,50.0,4.04,0.2475247524752475,8.099009900990099
187.0,-1.0,8.37433155080214,22.330140485312896,0.04478252166204353,204.0,50.0,4.08,0.24509803921568624,8.196078431372548
186.0,-1.0,8.32258064516129,22.34883720930233,0.044745057232049947,206.0,50.0,4.12,0.2427184466019417,8.29126213592233
185.0,-1.0,8.27027027027027,22.369281045751638,0.044704163623082535,208.0,50.0,4.16,0.2403846153846154,8.384615384615385
185.0,0.0,8.27027027027027,22.369281045751638,0.044704163623082535,210.0,50.0,4.2,0.2380952380952381,8.476190476190476
184.0,-1.0,8.217391304347826,22.3915343915344,0.04465973534971645,211.0,50.0,4.22,0.2369668246445497,8.52132701421801
183.0,-1.0,8.163934426229508,22.415662650602414,0.044611663531308784,213.0,50.0,4.26,0.2347417840375587,8.610328638497652
182.0,-1.0,7.402593406593419,24.585978184063755,0.04067359014611768,215.0,55.0,3.9090909090909087,0.2558139534883721,7.8564651162790975
181.0,-1.0,7.366165745856364,24.571806587683238,0.04069704831964842,216.0,55.0,3.9272727272727272,0.25462962962962965,7.884888888888918
180.0,-1.0,7.329333333333343,24.55885028197196,0.04071851851851857,218.0,55.0,3.963636363636364,0.25229357798165136,7.940954128440398
182.0,2.0,7.402593406593419,24.585978184063755,0.04067359014611768,220.0,55.0,4.0,0.25,8.0
184.0,2.0,7.474260869565231,24.61781883332941,0.04062098298676756,222.0,55.0,4.036363636363636,0.2477477477477477,8.09009009009009
186.0,2.0,7.544387096774209,24.654090201645268,0.04056122095039897,224.0,55.0,4.072727272727272,0.2455357142857143,8.178571428571429
187.0,1.0,7.578887700534778,24.673805364183593,0.040528811232806286,226.0,55.0,4.1090909090909085,0.2433628318584071,8.265486725663719
189.0,2.0,7.6467936507936685,24.716241686524853,0.040459225665574965,228.0,55.0,4.1454545454545455,0.2412280701754386,8.350877192982455
191.0,2.0,7.713277486911013,24.76249562188265,0.040383651763932014,231.0,55.0,4.2,0.2380952380952381,8.476190476190476
192.0,1.0,7.746000000000019,24.786986831913186,0.0403437500000001,233.0,55.0,4.236363636363636,0.23605150214592274,8.55793991416309
194.0,2.0,7.810432989690742,24.83857172272872,0.04025996386438527,235.0,55.0,4.2727272727272725,0.2340425531914893,8.638297872340425
196.0,2.0,7.873551020408187,24.893469222714053,0.040171178675551984,236.0,55.0,4.290909090909091,0.2330508474576271,8.677966101694915
198.0,2.0,7.935393939393964,24.951502283593182,0.040077747168656384,237.0,55.0,4.3090909090909095,0.2320675105485232,8.717299578059071
200.0,2.0,8.0,25.0,0.04,238.0,55.0,4.327272727272727,0.23109243697479,8.756302521008402
202.0,2.0,8.099009900990099,24.941320293398533,0.04009410842074306,240.0,55.0,4.363636363636363,0.22916666666666666,8.833333333333334
204.0,2.0,8.196078431372548,24.889952153110052,0.04017685505574778,242.0,55.0,4.4,0.2272727272727273,8.909090909090908
206.0,2.0,8.29126213592233,24.845433255269324,0.040248845320011314,244.0,55.0,4.4363636363636365,0.2254098360655737,8.983606557377051
208.0,2.0,8.384615384615385,24.80733944954129,0.04031065088757397,246.0,55.0,4.4727272727272736,0.22357723577235766,9.056910569105687
210.0,2.0,8.476190476190476,24.775280898876403,0.04036281179138322,248.0,55.0,4.50909090909091,0.2217741935483871,9.129032258064516
